Age,Employment_Type,Annual_Income,Employment_Duration_Years,Number_of_Dependents,Loan_Purpose,Loan_Amount,Loan_Tenure_Months,Existing_Loans_Count,Total_Outstanding_Debt,Existing_Monthly_EMI,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Utilization,Previous_Defaults,Missed_Payments,Maximum_Days_Past_Due,Recent_Credit_Enquiries,Credit_History_Length,Number_of_Credit_Accounts,Payment_History,Credit_Score,Decision
47,Salaried,770200,2.9,3,Vehicle,1632000,24,0,0,0,95,211.89,45.29,0,0,0,4,25.6,2,99.89,718,0
31,Self-Employed,724600,1.9,1,Personal,340000,12,0,0,0,50.1,46.92,28.81,0,0,0,1,16.7,2,99.33,739,1
37,Self-Employed,1076200,5.4,2,Business,2955000,72,3,418600,13010,87.25,274.58,45.03,1,1,15,3,15.9,6,92.52,641,0
39,Salaried,826600,2.4,0,Business,2107000,12,4,1239500,41490,95,254.9,48.27,0,0,0,3,17.4,5,100,680,0
22,Self-Employed,356300,3.8,1,Personal,469000,24,1,26900,520,76.86,131.63,30.73,0,1,7,3,0.5,4,98.7,648,1
38,Salaried,575300,7.7,2,Medical,1585000,36,1,515600,20750,95,275.51,34.88,0,0,0,1,24.2,3,100,715,0
39,Salaried,180000,3.6,0,Medical,415000,60,2,405500,10120,95,230.56,46.24,0,0,0,5,12.2,4,100,641,0
46,Contract,1093500,7,3,Home,2602000,60,3,1735300,43260,95,237.95,22.73,0,2,19,3,23.8,6,96.34,753,0
28,Salaried,454900,3.9,1,Home Renovation,259000,60,0,0,0,14.56,56.94,18.46,0,0,0,0,0.5,1,100,712,1
29,Contract,1391800,4.7,0,Consumer Durable,424000,60,0,0,0,8.82,30.46,5.57,0,1,10,0,0.5,2,93.44,707,1
42,Salaried,741400,8.1,1,Vehicle,2008000,36,1,88900,2750,95,270.84,38.47,0,1,7,5,18.6,4,100,690,0
48,Salaried,675200,6.5,1,Education,500000,60,3,424200,13280,45.35,74.05,72.04,0,1,13,0,22.8,6,95.48,685,1
31,Salaried,760100,9.5,2,Home,460000,60,2,477700,15390,40.23,60.52,31.32,0,1,13,1,7.5,7,100,686,1
26,Salaried,504500,3.7,2,Vehicle,178000,24,0,0,0,21.05,35.28,41.55,0,0,0,1,0.5,2,99.96,672,1
33,Salaried,777300,6,1,Business,1643000,36,0,0,0,88.67,211.37,26.24,0,4,60,4,11.4,1,88.43,695,0
27,Business Owner,1059300,1.7,2,Business,689000,12,1,92500,3220,73.36,65.04,54.53,0,1,17,3,5.7,6,97.86,616,0
39,Salaried,317600,5,3,Business,723000,12,1,386600,8300,95,227.64,12.32,1,0,0,2,9,4,93.98,702,0
27,Salaried,791200,1.7,2,Consumer Durable,1848000,60,0,0,0,66.22,233.57,44.79,0,2,25,1,4.8,1,96.41,679,0
44,Self-Employed,659900,7.4,3,Home,1463000,48,1,960900,28310,95,221.7,18.4,1,3,19,3,18.5,2,87.83,657,0
38,Business Owner,901800,4.5,1,Education,985000,60,2,408500,7700,41.84,109.23,29.67,1,2,17,4,16.5,6,87.2,651,0
45,Salaried,378200,7.3,4,Vehicle,380000,60,0,0,0,26.36,100.48,14.28,0,0,0,5,18.5,4,99.83,772,1
21,Professional,1162600,8.3,2,Home,1512000,60,1,108200,4230,39.11,130.05,44.01,0,2,29,2,0.5,4,97.27,629,0
21,Salaried,758200,5.7,1,Consumer Durable,1465000,36,3,434900,11560,95,193.22,16.51,0,0,0,3,0.5,4,100,661,0
47,Salaried,495600,10.2,3,Business,1055000,72,4,2178000,64260,95,212.87,61.73,1,0,0,2,18.4,5,90.43,654,0
30,Contract,659900,5.9,1,Vehicle,535000,84,0,0,0,17.92,81.07,24.64,0,0,0,1,9.4,4,99.55,686,0
24,Professional,739200,4.5,3,Consumer Durable,1994000,48,0,0,0,82.65,269.75,60.99,0,1,17,8,0.5,4,98.11,585,0
34,Salaried,1034700,4.1,1,Consumer Durable,1387000,36,4,781700,22880,83.66,134.05,28.84,0,1,7,5,12.6,6,97.26,707,0
38,Salaried,570100,3.1,1,Consumer Durable,525000,36,1,11700,500,40.14,92.09,25.12,0,1,15,5,17.6,3,98.86,739,0
35,Salaried,1023600,3.6,1,Home Renovation,2219000,36,0,0,0,93.61,216.78,17.46,0,0,0,2,13.3,1,100,731,1
40,Business Owner,833100,2,1,Personal,780000,48,1,1191200,22610,65.54,93.63,34.07,0,0,0,2,9.9,4,100,684,1
39,Salaried,969300,5.4,3,Business,873000,48,0,0,0,30.68,90.06,18.37,0,0,0,1,18.7,5,100,776,1
38,Contract,1613300,7.1,2,Home,3969000,72,3,741300,26410,85.51,246.02,20.96,0,0,0,6,20.8,5,100,745,0
47,Salaried,588500,3,0,Personal,897000,84,0,0,0,31.9,152.42,46.07,0,0,0,0,26.8,4,100,738,1
36,Self-Employed,361500,9.7,2,Education,961000,60,1,197600,4690,84.37,265.84,21.08,1,1,12,3,12.8,3,92.6,660,0
36,Contract,660900,12.6,2,Medical,343000,60,2,578700,18360,47.72,51.9,32.77,1,4,37,1,10.1,6,83.56,648,0
43,Salaried,918900,2.9,1,Vehicle,1710000,60,0,0,0,55.34,186.09,12.29,0,1,8,2,23.3,2,92.82,762,1
41,Salaried,429900,11,1,Medical,813000,36,0,0,0,72.44,189.11,7.05,0,0,0,3,9.1,4,97.13,695,0
28,Business Owner,584500,6.7,1,Consumer Durable,1267000,24,3,709200,27470,95,216.77,21.26,0,0,0,3,2.5,6,100,648,0
35,Salaried,540100,7.5,0,Medical,209000,60,0,0,0,11.17,38.7,48.19,0,0,0,1,6.6,2,99.25,677,1
40,Professional,393300,0.5,4,Personal,171000,48,0,0,0,13,43.48,16.91,0,2,35,1,15.2,3,95.77,729,1
31,Salaried,605900,2.7,2,Business,1629000,48,0,0,0,83.5,268.86,28.25,0,0,0,5,9.5,3,100,692,0
31,Salaried,1747800,3.8,1,Home,3334000,36,1,16400,500,74.27,190.75,4.56,0,0,0,5,3.9,4,99.95,706,0
24,Self-Employed,290700,0.5,2,Vehicle,210000,72,1,1682800,43370,95,72.24,29.25,1,3,36,0,1.1,7,91.38,590,0
21,Salaried,185300,4.2,1,Medical,488000,60,0,0,0,68.24,263.36,48.52,0,1,17,2,0.5,4,98.57,653,0
33,Salaried,774900,7.6,0,Consumer Durable,1664000,72,1,97900,4020,64.32,214.74,53.42,0,2,12,2,1.8,5,95.75,657,0
37,Salaried,1212000,2.9,1,Home,3373000,72,1,384900,14750,75.47,278.3,36.12,0,0,0,3,9.7,7,100,664,0
27,Professional,765800,7.5,1,Home,476000,36,0,0,0,26.71,62.16,53.76,0,0,0,1,0.5,3,97.08,622,1
48,Salaried,268900,3.5,0,Personal,277000,72,3,249800,5590,49.07,103.01,48.52,0,0,0,2,25.1,6,96.43,718,0
27,Business Owner,753400,9.7,2,Personal,881000,60,1,478200,19900,66.1,116.94,39.63,0,1,17,3,5.7,4,99.94,674,1
44,Self-Employed,317100,3.2,1,Education,736000,24,0,0,0,95,232.1,52.21,0,2,27,3,20.8,3,89.18,663,0
40,Salaried,838400,10.7,1,Personal,962000,24,1,38400,1400,69.09,114.74,46.52,0,0,0,3,12.7,3,97.65,670,0
54,Salaried,902000,5.9,1,Home,894000,12,2,1159400,39250,95,99.11,17.02,1,3,30,3,30.5,4,86.1,739,0
41,Salaried,664000,6.2,1,Personal,1674000,24,4,335400,10180,95,252.11,26.93,0,1,8,2,18.6,7,99.23,709,0
24,Self-Employed,564700,4.2,2,Personal,1088000,48,3,499500,17880,95,192.67,47.87,0,2,30,3,3.9,6,94.56,629,0
45,Business Owner,768200,7.2,1,Personal,1064000,12,0,0,0,95,138.51,52.57,0,1,6,3,21.1,4,98.79,662,0
50,Self-Employed,565700,1.1,1,Personal,1582000,60,0,0,0,70.89,279.65,56.52,0,0,0,6,28.3,4,100,713,0
21,Salaried,274400,4.9,0,Home,686000,84,1,297500,9170,95,250,8.78,0,0,0,1,0.5,4,100,670,0
41,Salaried,393800,5,1,Home,876000,24,0,0,0,95,222.45,20.72,0,1,12,1,21.3,1,98.68,713,0
43,Salaried,306300,5.2,0,Personal,498000,72,0,0,0,42.43,162.59,21.66,1,0,0,1,15.3,5,92.79,679,1
34,Salaried,470600,3.5,4,Vehicle,950000,72,0,0,0,47.25,201.87,19.54,0,1,15,3,9.5,2,96.87,684,0
21,Salaried,452200,3.5,0,Home Renovation,481000,36,4,1277500,40900,95,106.37,12.35,0,2,20,1,0.5,6,92.98,674,0
33,Salaried,584700,4.2,3,Education,686000,36,2,1530700,52910,95,117.33,22.95,0,0,0,0,11.9,6,97.82,719,1
31,Professional,1904200,4,3,Home,3357000,12,2,966600,23710,95,176.29,54.13,0,1,16,4,14.8,8,96,667,0
49,Salaried,897900,5.8,2,Personal,1283000,72,1,434900,13130,50.93,142.89,24.13,0,0,0,3,12,5,100,714,1
35,Salaried,601500,12.1,0,Personal,308000,60,1,150500,2740,20.82,51.21,52.14,0,1,7,3,13,5,87.22,666,0
32,Professional,887500,4.6,2,Vehicle,390000,48,2,716800,19910,41.31,43.94,44.18,0,2,35,1,11.1,3,91.62,662,1
31,Salaried,1127300,8,4,Vehicle,779000,60,1,62200,2120,20.03,69.1,34.34,0,1,12,4,5,4,98,665,1
39,Salaried,764200,6.2,0,Home,839000,72,0,0,0,26.6,109.79,28.73,0,0,0,2,16.5,4,100,724,1
36,Professional,574600,14.9,0,Personal,1267000,36,0,0,0,86.34,220.5,31.34,0,1,13,6,12,3,100,675,0
29,Salaried,660100,9,0,Home Renovation,1176000,60,1,411700,10160,71.79,178.15,7.63,0,1,8,4,9.6,2,96.85,737,1
38,Salaried,1001300,8.2,1,Personal,2488000,48,1,164200,5520,81.42,248.48,38.93,0,0,0,1,10.4,3,96.85,660,0
31,Salaried,1969400,4.7,1,Medical,1858000,72,2,468100,11170,31.48,94.34,47.84,0,0,0,2,7.5,4,95.95,657,0
21,Self-Employed,781300,8.2,3,Home Renovation,656000,36,1,47900,1470,36.39,83.96,69.34,0,2,20,1,0.5,3,93.81,579,0
42,Self-Employed,549200,6.1,4,Vehicle,1476000,36,0,0,0,95,268.75,20.49,0,0,0,4,17.3,4,98.58,714,0
41,Salaried,898100,6.4,2,Vehicle,1042000,12,0,0,0,95,116.02,24.65,0,1,12,0,20.4,3,97.8,739,1
38,Salaried,894000,11.8,2,Vehicle,977000,36,0,0,0,42,109.28,15.86,0,1,15,0,21.5,4,92.51,762,1
32,Self-Employed,255900,4.2,2,Personal,694000,36,0,0,0,95,271.2,67.74,0,0,0,4,6.5,2,98.63,597,0
35,Salaried,741000,8.5,3,Home Renovation,649000,36,0,0,0,34.17,87.58,35.53,0,0,0,2,10.2,2,98.12,690,0
43,Business Owner,309700,0.7,0,Education,753000,60,0,0,0,71.64,243.14,56.87,0,1,17,4,18.5,1,98.04,654,0
31,Salaried,991900,7.9,1,Medical,399000,12,0,0,0,42.37,40.23,64.21,0,1,8,1,11.1,3,94.82,666,1
43,Salaried,411800,6.8,1,Medical,220000,24,4,1295600,29710,95,53.42,67.28,0,0,0,3,20.1,6,100,674,0
23,Salaried,861800,6.7,2,Home,378000,36,0,0,0,17.08,43.86,16.22,0,0,0,0,3.9,4,97.09,693,0
37,Self-Employed,2300200,8.1,1,Education,3511000,12,0,0,0,95,152.64,60.81,1,3,46,2,20.6,1,80.88,671,0
36,Salaried,490500,10.4,3,Personal,663000,60,0,0,0,33.85,135.17,27.47,0,0,0,1,22.8,4,99.6,751,1
45,Professional,895800,5.2,2,Education,1173000,36,0,0,0,54.24,130.94,34.88,0,0,0,2,26,3,97.32,769,1
28,Salaried,540700,5.2,2,Vehicle,306000,60,3,477100,11830,41.2,56.59,8.97,0,0,0,2,2.5,7,98.51,706,1
29,Salaried,827500,6.6,2,Personal,1559000,12,3,1317500,46930,95,188.4,39.14,0,2,32,2,0.5,8,94.62,625,0
24,Self-Employed,313000,3.3,2,Personal,698000,48,3,1849600,53240,95,223,49.96,1,3,20,2,9.8,6,85.6,596,0
31,Business Owner,348400,6.2,1,Education,396000,36,0,0,0,44.48,113.66,1,0,0,0,1,2.5,1,99.27,704,1
38,Salaried,773400,4.8,4,Personal,753000,24,1,20600,500,56.15,97.36,25.3,2,1,15,4,17.1,4,87.04,645,0
21,Salaried,1231900,8.7,2,Consumer Durable,3405000,36,0,0,0,95,276.4,46.71,0,0,0,4,2,3,100,652,0
32,Salaried,994500,5.6,2,Business,528000,60,1,197000,6440,23.51,53.09,13.17,0,1,15,0,6.9,5,98.71,719,1
41,Salaried,556100,4.8,4,Vehicle,443000,48,4,344700,11260,50.63,79.66,41.28,0,1,15,3,11.8,9,97.43,694,1
35,Professional,278000,6.2,0,Personal,502000,84,0,0,0,41.62,180.58,33.68,0,1,15,3,16,1,95.55,692,0
37,Salaried,1346000,0.5,0,Business,2691000,72,0,0,0,48.53,199.93,57.57,0,1,16,1,10,3,100,658,0
23,Salaried,956900,2.9,5,Education,1199000,24,2,393000,12790,87.24,125.3,51.89,0,0,0,3,0.5,5,100,636,0
35,Salaried,937600,9.5,1,Business,605000,24,0,0,0,37.06,64.53,49.58,0,1,7,1,9.1,3,100,688,0
36,Self-Employed,765700,0.5,1,Consumer Durable,1718000,36,1,122000,3970,95,224.37,23.66,0,2,22,5,14,5,93.36,665,0
35,Business Owner,850500,6.8,3,Home,668000,60,1,114800,2180,24.89,78.54,14.3,0,1,13,1,18.8,2,97.05,755,1
37,Business Owner,308200,8.3,1,Home,255000,48,0,0,0,24.76,82.74,9.15,1,4,54,3,5,3,81.77,654,1
33,Salaried,488900,3.9,4,Education,1032000,72,3,551200,18580,92.08,211.09,25.36,0,3,21,1,16,10,90.75,721,0
32,Self-Employed,629500,6,1,Personal,577000,36,2,409300,9790,54.64,91.66,23.53,0,0,0,1,8.1,7,97.81,719,1
27,Self-Employed,517300,2.8,2,Personal,1056000,24,0,0,0,95,204.14,19.43,0,0,0,3,7.2,4,97.25,678,0
44,Professional,392200,6.9,1,Business,128000,60,2,200500,6680,28.98,32.64,16.38,0,0,0,3,17.7,6,99.15,727,1
26,Salaried,344500,3.4,1,Home Renovation,785000,60,0,0,0,69.09,227.87,48.1,1,2,27,4,3.2,1,90.72,596,0
37,Professional,386300,5.6,1,Personal,362000,24,0,0,0,54,93.71,11.02,0,0,0,1,9.3,2,99.15,714,1
51,Salaried,757500,5.5,4,Education,603000,60,1,132400,2790,26.31,79.6,16.33,0,1,10,2,20.8,2,99.74,770,1
45,Salaried,1171700,8.3,3,Business,1593000,60,1,21400,850,37.3,135.96,56.46,1,3,29,3,21.9,4,83.25,635,0
40,Salaried,1040700,4.1,2,Vehicle,2103000,48,0,0,0,70.83,202.08,60.38,0,0,0,2,13.5,3,95.49,676,0
38,Salaried,934300,6.6,0,Home,1379000,60,2,406400,13600,59.1,147.6,31.33,1,1,14,2,9,6,88.94,656,0
35,Salaried,932100,1.1,2,Home Renovation,1577000,72,0,0,0,43.43,169.19,33.08,0,0,0,4,15.3,2,99.7,694,0
28,Salaried,519200,0.7,1,Home,313000,48,0,0,0,20.37,60.29,29.7,0,0,0,0,0.5,3,97.36,680,1
34,Salaried,763800,3.5,1,Vehicle,591000,36,0,0,0,30.08,77.38,50.33,0,0,0,3,2.1,3,98.33,652,0
41,Salaried,588900,4.4,1,Education,172000,84,4,1017000,36300,79.99,29.21,16.55,0,1,7,3,21,5,95.62,748,1
39,Salaried,1236900,7.1,2,Personal,1463000,72,1,351400,8060,37.73,118.28,2.47,0,0,0,0,21.4,5,97.83,776,1
43,Contract,1478400,0.8,1,Personal,2084000,48,0,0,0,45.09,140.96,43.06,0,0,0,3,15.3,2,100,702,1
46,Contract,642800,6.8,0,Business,1666000,36,0,0,0,95,259.18,22.97,0,1,10,2,23.7,2,96.19,740,0
35,Salaried,464800,7.2,2,Vehicle,686000,48,3,710900,17040,89.32,147.59,31.71,1,1,9,3,11.7,8,93.7,633,0
38,Salaried,409400,0.5,1,Personal,874000,36,2,378700,12750,95,213.48,40.57,1,0,0,1,16.7,5,90.92,660,0
21,Salaried,1198900,2.7,0,Vehicle,1641000,84,1,465500,16440,50.81,136.88,28.73,1,1,9,5,0.5,4,86.26,614,1
55,Contract,330900,2.1,2,Business,510000,48,2,1485200,54620,95,154.13,24.84,0,0,0,0,35,5,100,807,1
32,Self-Employed,751400,0.8,4,Vehicle,1946000,60,1,33700,1170,76.95,258.98,26.01,0,1,6,4,4.2,3,100,670,0
42,Salaried,746000,0.5,1,Vehicle,1230000,60,0,0,0,48.15,164.88,59.41,0,0,0,2,23.4,2,94.01,666,0
32,Salaried,515400,10.8,2,Personal,652000,36,0,0,0,50.54,126.5,29.98,0,0,0,2,9.7,3,100,699,1
32,Self-Employed,1122700,2.5,1,Vehicle,1317000,72,1,164400,5580,34.69,117.31,40.7,0,0,0,1,14.7,4,100,690,0
34,Salaried,735500,4,0,Education,1788000,12,0,0,0,95,243.1,37.46,0,0,0,2,1.8,2,100,643,0
25,Salaried,366200,6.6,2,Vehicle,360000,84,0,0,0,21.29,98.31,44.36,0,2,19,3,0.5,4,95.91,605,1
21,Salaried,713200,3.7,1,Personal,1766000,60,0,0,0,63.25,247.62,54.56,0,1,15,2,0.5,1,96.73,651,0
46,Business Owner,395400,5.9,1,Personal,902000,84,2,212700,5330,65.4,228.12,20.56,0,1,9,2,24.4,4,100,721,1
41,Salaried,845500,8.2,1,Vehicle,493000,84,0,0,0,12.28,58.31,62.09,0,0,0,2,16.5,2,98.12,704,1
28,Salaried,325500,0.5,0,Business,226000,84,1,157300,6290,40.27,69.43,23.76,0,0,0,4,4.7,5,99.76,683,0
40,Professional,1213500,0.5,2,Business,2195000,36,3,327100,8220,84.25,180.88,33.11,0,0,0,7,18.1,5,100,731,1
43,Professional,951500,5.5,1,Personal,361000,12,3,311800,11070,54.32,37.94,81.1,2,4,31,1,18.7,7,72,592,0
30,Business Owner,737000,0.5,1,Home Renovation,1917000,12,0,0,0,95,260.11,22.07,0,3,36,4,7.2,2,97.41,677,0
40,Salaried,533300,2.9,2,Personal,362000,72,0,0,0,17.51,67.88,16.49,0,3,50,3,11.8,4,93.7,718,0
45,Salaried,472500,1.5,2,Personal,694000,60,0,0,0,43.43,146.88,33.34,0,0,0,3,10.4,1,97.66,706,1
24,Professional,377400,4,0,Personal,484000,48,2,1272600,43390,95,128.25,20.21,0,0,0,3,0.5,4,100,649,1
41,Self-Employed,718600,2.2,3,Vehicle,2005000,60,2,354000,13610,95,279.01,26.01,0,0,0,2,9.4,3,100,682,1
39,Business Owner,311900,4.9,1,Personal,447000,24,3,525600,11580,95,143.32,40.13,0,1,7,0,14.6,4,98.08,670,0
52,Self-Employed,766800,0.5,2,Personal,510000,60,1,483800,19160,48.74,66.51,21,0,1,17,0,25.8,3,96.96,767,1
41,Professional,437800,3.3,5,Personal,373000,72,0,0,0,19.29,85.2,23.12,0,0,0,1,19.7,3,100,767,1
33,Professional,741300,2.9,2,Personal,1045000,48,0,0,0,49.52,140.97,4.74,0,1,8,2,9.3,5,95.02,750,1
33,Salaried,363900,4.6,0,Medical,235000,12,0,0,0,67.88,64.58,38.04,0,1,8,1,4.3,3,94.84,648,0
53,Professional,503900,0.5,2,Education,394000,36,0,0,0,31.34,78.19,48.77,0,1,5,2,30.6,4,98.61,771,1
33,Salaried,231100,3.1,0,Home Renovation,598000,60,0,0,0,77.58,258.76,52.15,0,0,0,7,1.5,4,100,614,0
41,Self-Employed,445100,0.5,2,Home Renovation,467000,60,1,59800,2210,34.25,104.92,19.82,0,0,0,2,14.4,2,97.73,724,1
34,Salaried,387300,9.8,0,Business,553000,36,0,0,0,59.06,142.78,13.89,0,2,26,4,9.8,1,95.62,672,1
45,Salaried,530100,3.5,1,Business,756000,24,0,0,0,78.8,142.61,38.57,0,1,14,3,26,4,100,748,1
46,Salaried,599200,3.7,0,Vehicle,305000,12,2,322900,8680,72.83,50.9,19.2,0,0,0,2,20.9,6,100,718,0
36,Salaried,580900,6.3,0,Business,232000,60,1,185000,7360,26.25,39.94,28.31,0,0,0,0,14.8,5,100,743,1
33,Self-Employed,809500,6.3,0,Personal,485000,48,1,121500,3220,25.09,59.91,19.22,0,0,0,1,9.7,5,100,718,1
32,Salaried,393600,7.3,1,Home Renovation,930000,12,0,0,0,95,236.28,37.98,1,3,19,3,4.1,4,83.82,594,0
21,Business Owner,424400,7.3,0,Business,1139000,48,0,0,0,86.8,268.38,50.65,0,1,14,4,0.5,1,99.5,633,0
37,Salaried,531800,7.2,3,Personal,925000,12,1,51100,1580,95,173.94,23.1,0,1,10,3,12.5,6,96.67,707,0
37,Salaried,1209100,3.5,1,Education,3137000,36,2,359700,10140,95,259.45,19.29,0,0,0,3,10.2,7,100,689,0
29,Contract,1454200,0.5,4,Education,2928000,72,1,2709800,104870,95,201.35,25.78,0,1,13,1,7.2,3,96.88,712,0
21,Contract,739600,10.9,1,Vehicle,2011000,72,1,106300,3190,67.84,271.9,20.16,2,4,21,2,0.5,5,80.47,580,0
38,Salaried,1481700,9,3,Vehicle,1442000,36,0,0,0,40.36,97.32,25.94,0,0,0,1,16.2,3,100,742,1
39,Business Owner,1030500,6.1,2,Home,1356000,24,2,1051500,29860,95,131.59,24.57,1,0,0,2,16.3,7,92.52,680,0
39,Self-Employed,963900,6.7,2,Personal,1519000,48,0,0,0,52.63,157.59,16.59,0,0,0,2,17.5,3,97.09,780,1
28,Self-Employed,705700,11.1,2,Personal,319000,72,0,0,0,11.42,45.2,26.18,0,0,0,3,0.5,5,100,641,1
39,Salaried,743700,5.7,3,Personal,312000,36,0,0,0,17.56,41.95,4.91,1,2,23,1,20.5,6,89.68,711,1
34,Business Owner,475200,2.9,4,Home Renovation,535000,60,0,0,0,33.97,112.58,26.73,1,0,0,2,14.4,1,92.92,678,1
43,Salaried,369700,6.4,2,Home,141000,36,0,0,0,15.45,38.14,41.51,1,2,14,3,17.5,2,86.31,682,0
28,Professional,966700,2.8,0,Personal,2251000,48,2,324300,8740,80.56,232.85,34.75,0,2,29,5,7.7,3,92.42,704,1
46,Salaried,1010000,7.9,0,Home,2331000,60,0,0,0,67.23,230.79,5.42,0,2,22,2,19.2,2,95.28,770,1
49,Salaried,629000,5.1,1,Education,707000,36,1,29600,980,48.49,112.4,3.01,0,1,18,3,22.5,4,98.7,772,1
37,Professional,309300,1.7,1,Education,543000,60,0,0,0,46.5,175.56,34.37,0,0,0,3,15.2,2,99.88,712,1
39,Business Owner,650200,4.6,0,Vehicle,355000,60,1,64800,2030,19.56,54.6,10.92,0,0,0,0,18.4,5,98.58,758,0
43,Contract,631600,1.4,1,Personal,873000,72,1,28700,600,34.07,138.22,37.59,0,1,15,3,19.5,5,100,711,1
27,Salaried,327200,3.6,1,Education,904000,60,0,0,0,72.68,276.28,53.24,0,0,0,5,4.8,1,97.95,629,0
32,Self-Employed,908000,4.1,2,Personal,531000,72,2,490300,18460,40.29,58.48,28.58,0,1,6,3,6.7,4,97.14,682,1
38,Contract,674500,3.4,2,Home,1507000,84,1,165500,2990,57.25,223.42,55.15,0,0,0,4,16.2,6,97.36,678,0
53,Self-Employed,954200,6.8,2,Personal,812000,60,2,324600,8850,36.81,85.1,42.9,0,2,13,5,30.7,3,92.03,744,0
26,Professional,2272900,3.9,2,Home,1261000,60,1,75500,1880,17.78,55.48,15.84,0,2,21,2,0.5,4,95.23,706,1
50,Contract,482900,4.6,0,Home Renovation,411000,36,1,181400,6030,51.12,85.11,10.05,0,1,16,3,28.3,5,97.83,782,1
34,Professional,697500,6.9,3,Business,983000,48,0,0,0,47.53,140.93,18.19,0,0,0,0,10.9,1,96.31,735,1
36,Business Owner,325100,7.8,3,Personal,121000,36,0,0,0,15.32,37.22,25.84,0,1,8,0,13.4,1,100,714,1
46,Salaried,953400,1.9,1,Vehicle,2485000,48,3,480900,17750,95,260.65,22.81,0,1,13,2,19.6,6,98.37,713,0
53,Salaried,559100,2.6,1,Vehicle,503000,84,0,0,0,19.78,89.97,16.46,0,0,0,1,28.7,4,100,775,1
40,Self-Employed,484500,9.9,1,Home,564000,72,0,0,0,28.01,116.41,47.11,0,2,17,3,11.7,2,94.83,671,1
46,Salaried,423100,2.5,0,Vehicle,922000,24,1,217600,8690,95,217.92,42.26,0,0,0,4,23,3,97.38,703,0
28,Self-Employed,716300,1.6,3,Personal,226000,48,2,318000,8400,24.92,31.55,69.45,0,0,0,1,5.2,5,100,654,0
31,Contract,737300,11.4,1,Home,1245000,72,4,652300,17850,65.71,168.86,38.44,1,4,56,3,9.1,6,83.6,621,0
25,Salaried,691700,1.8,2,Vehicle,429000,48,4,529800,17200,49.66,62.02,22.66,0,1,16,0,0.6,10,95.28,687,1
32,Salaried,855400,3,1,Medical,1415000,24,0,0,0,95,165.42,26.23,1,2,20,2,6.5,3,82.46,627,0
41,Salaried,223200,5.1,0,Consumer Durable,262000,24,2,654000,22280,95,117.38,14.17,1,3,41,2,16.6,4,82.61,692,0
38,Salaried,469200,5.1,0,Personal,375000,36,2,725800,29570,95,79.92,57.43,1,1,5,2,11.4,5,87.33,617,0
51,Salaried,1586300,0.6,2,Medical,1239000,24,0,0,0,45.02,78.11,47.41,0,0,0,3,25.4,2,94.01,736,1
53,Salaried,743300,3.2,1,Vehicle,1177000,60,2,876100,23320,81.33,158.35,46.28,0,3,33,1,26.6,5,90.87,737,0
35,Self-Employed,404600,5.8,3,Business,515000,24,0,0,0,74.07,127.29,14.13,0,0,0,3,2.6,2,99.26,709,1
30,Salaried,449400,9.8,2,Business,124000,36,0,0,0,10.95,27.59,37.73,0,0,0,1,7,3,98.74,674,1
46,Self-Employed,990600,7.9,0,Personal,2215000,24,2,444900,14870,95,223.6,7.55,0,1,15,1,18.8,6,100,772,0
47,Business Owner,594000,4.4,0,Vehicle,851000,24,1,66700,1680,87.65,143.27,5.45,0,1,15,2,26.4,3,97.76,769,1
40,Salaried,746600,5.4,2,Personal,1555000,24,0,0,0,95,208.28,14.36,0,2,23,3,9.5,5,93.57,717,0
42,Professional,369500,6.9,2,Personal,670000,36,0,0,0,69.65,181.33,14.18,0,1,7,2,17.7,5,97.44,749,0
41,Salaried,1195700,3.9,1,Personal,1593000,84,0,0,0,25.99,133.23,39.04,1,1,16,5,15.5,2,88.26,651,1
28,Salaried,352500,3.3,4,Education,579000,48,1,57200,1930,61.28,164.26,36.85,0,0,0,4,0.5,2,98.52,652,0
26,Self-Employed,669000,3,1,Personal,557000,60,0,0,0,23.46,83.26,30.61,0,1,5,3,0.5,2,100,639,0
36,Salaried,672700,7.9,2,Home Renovation,1268000,36,1,371200,7730,91.73,188.49,52.52,0,1,12,1,12.4,2,97.51,688,0
34,Salaried,788300,5.4,3,Personal,399000,60,0,0,0,12.81,50.62,29.23,0,1,12,3,12.1,2,94.61,699,1
38,Self-Employed,631900,3.8,2,Home,421000,84,0,0,0,14.47,66.62,45.5,0,1,13,2,20.4,3,97.33,725,1
35,Business Owner,1703800,5.4,0,Education,3556000,24,0,0,0,95,208.71,29.25,1,1,7,6,5.3,6,91.11,643,0
22,Contract,711800,0.5,1,Personal,454000,24,0,0,0,37.52,63.78,51.04,0,0,0,1,0.5,6,100,661,0
21,Salaried,753900,8.7,1,Vehicle,768000,60,0,0,0,26.63,101.87,31.66,0,0,0,1,2.6,3,99.23,676,1
42,Salaried,566200,7.1,2,Personal,994000,24,3,1052700,31690,95,175.56,30.05,1,2,24,1,22.5,6,89.62,669,0
30,Business Owner,591600,3.3,2,Vehicle,319000,48,1,510300,11680,40.47,53.92,48.39,0,1,9,0,3.5,4,100,658,1
34,Self-Employed,563800,9.2,4,Home,885000,12,0,0,0,95,156.97,6.26,0,0,0,3,9.1,4,95.98,719,0
31,Business Owner,535800,4.4,0,Personal,1144000,60,3,789900,19210,95,213.51,38.93,0,2,30,4,1.6,6,93.99,633,0
